Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,eimeria_identification,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,replicate,Sample_ID,dna_quantification,eimeria_qpcr
SRR9326542,AMPLICON,600,139421171,PRJNA548431,SAMN12092122,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",86498134,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093356,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.7969 N 13.3994 E,39-SK2811-chip2_S51,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,39-SK2811-chip2,SRP201188,Technical replicate 2,SK_2811-chip2,,
SRR9326543,AMPLICON,600,50418294,PRJNA548431,SAMN12092121,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",32441983,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093355,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.7969 N 13.3994 E,39-SK2811-chip1_S2,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,39-SK2811-chip1,SRP201188,Technical replicate 1,SK_2811-chip1,,
SRR9326544,AMPLICON,600,44451842,PRJNA548431,SAMN12092094,"MIGS/MIMS/MIMARKS.host-associated,MIMS.me",28498279,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093354,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1197 N 12.2503 E,25-SK2717-chip2_S67,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,25-SK2717-chip2,SRP201188,Technical replicate 2,SK_2717-chip2,,
SRR9326546,AMPLICON,599,3136719,PRJNA548431,SAMN12092012,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",2259952,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093352,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1489 N 12.5067 E,02-SK2661-chip2_S57,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,02-SK2661-chip2,SRP201188,Technical replicate 2,SK_2661-chip2,,
SRR9326548,AMPLICON,600,112736216,PRJNA548431,SAMN12092200,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",73359894,HUMBOLDT UNIVERSITY BERLIN,2010,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093350,Czech Republic,Europe,Czech Republic:Struzna,Apodemus flavicollis,Illumina MiSeq,50.184783 N 12.995833 E,STR8-chip4_S156,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,STR8-chip4,SRP201188,Technical replicate 2,STR8-chip4,,
SRR9326552,AMPLICON,600,156108712,PRJNA548431,SAMN12092178,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",100253475,HUMBOLDT UNIVERSITY BERLIN,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093346,Finland,Europe,Finland:Kuusisto,Apodemus agrarius,Illumina MiSeq,60.382683 N 22.343917 E,F19-chip4_S149,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,F19-chip4,SRP201188,Technical replicate 2,F19-chip4,,
SRR9326554,AMPLICON,600,81193413,PRJNA548431,SAMN12092170,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",52836842,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093344,Bulgaria,Europe,Bulgaria:Nesebar,Apodemus sylvaticus,Illumina MiSeq,42.764450 N 27.738383 E,B5AS4-chip4_S154,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,B5AS4-chip4,SRP201188,Technical replicate 2,B5AS4-chip4,,
SRR9326562,AMPLICON,600,51365420,PRJNA548431,SAMN12092048,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",33264759,HUMBOLDT UNIVERSITY BERLIN,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093337,Czech Republic,Europe,Czech Republic:Plesnice,Apodemus flavicollis,Illumina MiSeq,49.772867 N 13.187083 E,15AF-PLE-chip4_S145,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,15AF-PLE-chip4,SRP201188,Technical replicate 2,15AF-PLE-chip4,,
SRR9326563,AMPLICON,600,47740840,PRJNA548431,SAMN12092047,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",31538886,HUMBOLDT UNIVERSITY BERLIN,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093336,Czech Republic,Europe,Czech Republic:Plesnice,Apodemus flavicollis,Illumina MiSeq,49.772867 N 13.187083 E,15AF-PLE-chip3_S142,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,15AF-PLE-chip3,SRP201188,Technical replicate 1,15AF-PLE-chip3,,
SRR9326564,AMPLICON,600,3450699,PRJNA548431,SAMN12092044,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",2476202,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093335,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1044 N 12.4842 E,14-SK2691-chip2_S58,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,14-SK2691-chip2,SRP201188,Technical replicate 2,SK_2691-chip2,,
SRR9326565,AMPLICON,600,49393251,PRJNA548431,SAMN12092043,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",31395759,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093334,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1044 N 12.4842 E,14-SK2691-chip1_S13,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,14-SK2691-chip1,SRP201188,Technical replicate 1,SK_2691-chip1,,
SRR9326566,AMPLICON,600,74026993,PRJNA548431,SAMN12092046,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",46688120,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093333,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1083 N 13.0325 E,15-SK2693-chip2_S59,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,15-SK2693-chip2,SRP201188,Technical replicate 2,SK_2693-chip2,,
SRR9326567,AMPLICON,600,56201179,PRJNA548431,SAMN12092045,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",35408390,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093332,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1083 N 13.0325 E,15-SK2693-chip1_S27,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,15-SK2693-chip1,SRP201188,Technical replicate 1,SK_2693-chip1,,
SRR9326568,AMPLICON,600,131215062,PRJNA548431,SAMN12092040,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",83304896,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093331,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.22166666 N 13.37416666 E,12-SK2688-chip2_S56,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,12-SK2688-chip2,SRP201188,Technical replicate 2,SK_2688-chip2,,
SRR9326569,AMPLICON,600,44525114,PRJNA548431,SAMN12092039,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",28784213,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093330,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.22166666 N 13.37416666 E,12-SK2688-chip1_S25,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,12-SK2688-chip1,SRP201188,Technical replicate 1,SK_2688-chip1,,
SRR9326571,AMPLICON,600,31650509,PRJNA548431,SAMN12092041,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",20914539,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093328,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1775 N 13.2933 E,13-SK2690-chip1_S14,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,13-SK2690-chip1,SRP201188,Technical replicate 1,SK_2690-chip1,,
SRR9326572,AMPLICON,599,9450613,PRJNA548431,SAMN12092186,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",6654408,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,missing,missing,missing,SRX6093327,uncalculated,uncalculated,missing,missing,Illumina MiSeq,missing,H2O-chip3_S108,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,H2O-chip3,SRP201188,Technical replicate 2,H2O-chip3,,
SRR9326574,AMPLICON,600,8464798,PRJNA548431,SAMN12092184,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",5981668,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,missing,missing,missing,SRX6093325,uncalculated,uncalculated,missing,missing,Illumina MiSeq,missing,H2O-1-chip4_S172,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,H2O-1-chip4,SRP201188,Technical replicate 2,H2O-1-chip4,,
SRR9326585,AMPLICON,600,46376340,PRJNA548431,SAMN12092036,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",29160825,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093314,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.22166666 N 13.37416666 E,11-SK2684-chip2_S94,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,11-SK2684-chip2,SRP201188,Technical replicate 2,SK_2684-chip2,,
SRR9326587,AMPLICON,600,72936165,PRJNA548431,SAMN12092034,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",46988767,HUMBOLDT UNIVERSITY BERLIN,2010,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093312,Germany,Europe,Germany:Pinkowitz,Apodemus flavicollis,Illumina MiSeq,51.106933 N 13.536150 E,10AD-chip4_S168,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,10AD-chip4,SRP201188,Technical replicate 2,10AD-chip4,,
SRR9326588,AMPLICON,600,98503590,PRJNA548431,SAMN12092031,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",63323295,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093311,France,Europe,France:Beaugency,Apodemus flavicollis,Illumina MiSeq,47.726333 N 1.52595 E,103FR-chip3_S113,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:30:00Z,1,103FR-chip3,SRP201188,Technical replicate 1,103FR-chip3,,
SRR9326589,AMPLICON,600,113280634,PRJNA548431,SAMN12092032,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",72961727,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093310,France,Europe,France:Beaugency,Apodemus flavicollis,Illumina MiSeq,47.726333 N 1.52595 E,103FR-chip4_S166,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:30:00Z,1,103FR-chip4,SRP201188,Technical replicate 2,103FR-chip4,,
SRR9326590,AMPLICON,600,30536867,PRJNA548431,SAMN12092029,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",20038645,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093309,France,Europe,France:Beaugency,Apodemus flavicollis,Illumina MiSeq,47.726333 N 1.525950 E,101AFFR-chip3_S135,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,101AFFR-chip3,SRP201188,Technical replicate 1,101AFFR-chip3,,
SRR9326591,AMPLICON,600,40797693,PRJNA548431,SAMN12092030,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",27291482,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093308,France,Europe,France:Beaugency,Apodemus flavicollis,Illumina MiSeq,47.726333 N 1.525950 E,101AFFR-chip4_S162,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:30:00Z,1,101AFFR-chip4,SRP201188,Technical replicate 2,101AFFR-chip4,,
SRR9326404,AMPLICON,600,75219022,PRJNA548431,SAMN12092155,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",48038085,HUMBOLDT UNIVERSITY BERLIN,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093494,Czech Republic,Europe,Czech Republic:Struzna,Apodemus flavicollis,Illumina MiSeq,50.184783 N 12.995833 E,AF15D-chip3_S132,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:25:00Z,1,AF15D-chip3,SRP201188,Technical replicate 1,AF15D-chip3,,
SRR9326407,AMPLICON,600,180869747,PRJNA548431,SAMN12092154,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",117335031,HUMBOLDT UNIVERSITY BERLIN,2012,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093491,Poland,Europe,Poland:Gierzwald,Apodemus agrarius,Illumina MiSeq,53.54125 N 20.104117 E,81AA-PL-chip4_S147,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:25:00Z,1,81AA-PL-chip4,SRP201188,Technical replicate 2,81AA-PL-chip4,,
SRR9326408,AMPLICON,600,60318233,PRJNA548431,SAMN12092157,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",39111563,HUMBOLDT UNIVERSITY BERLIN,2012,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093490,Czech Republic,Europe,Czech Republic:Police nad Metuji,Apodemus flavicollis,Illumina MiSeq,50.542500 N 16.255000 E,AF175-chip3_S130,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:25:00Z,1,AF175-chip3,SRP201188,Technical replicate 1,AF175-chip3,,
SRR9326409,AMPLICON,600,69393940,PRJNA548431,SAMN12092158,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",45159130,HUMBOLDT UNIVERSITY BERLIN,2012,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093489,Czech Republic,Europe,Czech Republic:Police nad Metuji,Apodemus flavicollis,Illumina MiSeq,50.542500 N 16.255000 E,AF175-chip4_S146,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:25:00Z,1,AF175-chip4,SRP201188,Technical replicate 2,AF175-chip4,,
SRR9326410,AMPLICON,600,70560886,PRJNA548431,SAMN12092068,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",45428634,HUMBOLDT UNIVERSITY BERLIN,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093488,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21649AA-chip4_S180,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:25:00Z,1,21649AA-chip4,SRP201188,Technical replicate 2,21649AA-chip4,,
SRR9326412,AMPLICON,599,8931786,PRJNA548431,SAMN12092092,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",6119268,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093486,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.19388888 N 12.39333333 E,24-SK2716-chip2_S92,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,24-SK2716-chip2,SRP201188,Technical replicate 2,SK_2716-chip2,,
SRR9326415,AMPLICON,600,101113238,PRJNA548431,SAMN12092060,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",65431214,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093483,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.08333333 N 12.42055555 E,21-SK2711-chip2_S64,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,21-SK2711-chip2,SRP201188,Technical replicate 2,SK_2711-chip2,,
SRR9326416,AMPLICON,600,19224064,PRJNA548431,SAMN12092059,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",13092919,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093482,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.08333333 N 12.42055555 E,21-SK2711-chip1_S21,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,21-SK2711-chip1,SRP201188,Technical replicate 1,SK_2711-chip1,,
SRR9326417,AMPLICON,600,96161169,PRJNA548431,SAMN12092066,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",62693809,HUMBOLDT UNIVERSITY BERLIN,2008,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093481,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21364AA-chip4_S151,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,21364AA-chip4,SRP201188,Technical replicate 2,21364AA-chip4,,
SRR9326418,AMPLICON,600,79903266,PRJNA548431,SAMN12092065,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",51610980,HUMBOLDT UNIVERSITY BERLIN,2008,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093480,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21364AA-chip3_S122,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,21364AA-chip3,SRP201188,Technical replicate 1,21364AA-chip3,,
SRR9326420,AMPLICON,600,95764466,PRJNA548431,SAMN12092063,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",62436159,HUMBOLDT UNIVERSITY BERLIN,2008,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093478,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21361AA-chip3_S140,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,21361AA-chip3,SRP201188,Technical replicate 1,21361AA-chip3,,
SRR9326422,AMPLICON,600,94694654,PRJNA548431,SAMN12092159,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",61314659,HUMBOLDT UNIVERSITY BERLIN,2007,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria vermiformis,Gastrointestinal tract,Faeces,missing,SRX6093476,France,Europe,France:Toulouse,Apodemus sylvaticus,Illumina MiSeq,43.556533 N 1.43545 E,AS07-104-chip3_S133,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,AS07-104-chip3,SRP201188,Technical replicate 1,AS07-104-chip3,,
SRR9326424,AMPLICON,600,104058210,PRJNA548431,SAMN12092161,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",67737961,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093474,Bulgaria,Europe,Bulgaria:Mohyla,Apodemus agrarius,Illumina MiSeq,42.699367 N 25.3331 E,B2AA2-chip3_S129,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,B2AA2-chip3,SRP201188,Technical replicate 1,B2AA2-chip3,,
SRR9326428,AMPLICON,600,63603341,PRJNA548431,SAMN12092165,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",41316784,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093470,Bulgaria,Europe,Bulgaria:Studena,Apodemus agrarius,Illumina MiSeq,43.498783 N 25.668967 E,B3AA1-chip3_S99,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:26:00Z,1,B3AA1-chip3,SRP201188,Technical replicate 1,B3AA1-chip3,,
SRR9326430,AMPLICON,600,69089770,PRJNA548431,SAMN12092167,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",44527353,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093468,Bulgaria,Europe,Bulgaria:Studena,Apodemus agrarius,Illumina MiSeq,43.498783 N 25.668967 E,B3AA3-chip3_S136,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,B3AA3-chip3,SRP201188,Technical replicate 1,B3AA3-chip3,,
